Level_4,Level_6,Level_6_Kod,Level_7,Level_7_Kod,Level_8,Level_8_Kod,Level_9,Level_9_Kod,Level_10,Level_10_Kod,Level_12,Level_12_Kod
,,,,,,,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,,,,,,,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,,,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Zbiornik ciasta RAF przy piecach506230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10244088,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1- Zespół transporterów odpadu RAF506230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10244120,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1- Mikser RAF K506310UGP03PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10119060,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-Homogenizator - YSTRAL30UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10079543,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-PLASTYFIKATOR DO CIASTA V-1000L30UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10079544,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-ZBIORNIK DO CIASTA V-1500L30UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10079545,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-ZBIORNIK DO CIASTA V-120L30UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10079546,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-SEPARATOR DO MĄKI V-500L30UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10079547,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-Głowica506230UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10156237,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-Zespół transportu form506230UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10184899,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079542,"2-Zespół odpadu506230UGP31PLPAPL42P03            0,00PLPA-PR-U11-010703-001",10184900,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079548,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079548,"2-ZBIORNIK DO CIASTA V-120L30UGP31PLPAPL48P03            0,00PLPA-PR-U11-010703-001",10079549,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079548,"2-Głowica506230UGP31PLPAPL48P03            0,00PLPA-PR-U11-010703-001",10184884,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079548,"2-Zespół odpadu506230UGP31PLPAPL48P03            0,00PLPA-PR-U11-010703-001",10184888,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Piec do wypieku wafla RAF 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079548,"2-Zespół transportu form506230UGP31PLPAPL48P03            0,00PLPA-PR-U11-010703-001",10184892,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Transp. polikord  RAF za piecem 1506230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10244068,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Transp. polikord RAF za piecem 2506230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10244069,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Łukowy przechładzacz wafla 1 RAF ARKA30UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079550,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Łukowy przechładzacz wafla 1 RAF ARKA30UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079550,"2-Młynek do wafla30UGP31PLPAPL50P03            0,00PLPA-PR-U11-010703-001",10079551,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Łukowy przechładzacz wafla 2 RAF ARKA30UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079552,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Łukowy przechładzacz wafla 2 RAF ARKA30UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079552,"2-Młynek do wafla30UGP31PLPAPL52P03            0,00PLPA-PR-U11-010703-001",10079553,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,"2-CENTRALA KLIMATYZ. FAST FM50 8305946 (30UGP31PLPAPL54P03            0,00PLPA-PR-U11-010703-001",10079555,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,"2-CENTRALA KLIMATYZ. FAST FM50 8305946 (30UGP31PLPAPL54P03            0,00PLPA-PR-U11-010703-001",10079556,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,"2-Transporter wafla z magazynkiem /podst30UGP31PLPAPL54P03            0,00PLPA-PR-U11-010703-001",10079557,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,"2-Magazynek wafla z transporterem nr 1 /30UGP31PLPAPL54P03            0,00PLPA-PR-U11-010703-001",10079558,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079554,"2-Maszyna ścinajaca wafel nr 230UGP31PLPAPL54P03            0,00PLPA-PR-U11-010703-001",10079559,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079560,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079560,"2-Transporter wafla z magazynkiem /zapas30UGP31PLPAPL60P03            0,00PLPA-PR-U11-010703-001",10079561,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079560,"2-Magazynek wafla z transporterem nr 2 /30UGP31PLPAPL60P03            0,00PLPA-PR-U11-010703-001",10079562,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Nawilżacz wafla 230UGP31PLPAPL10P03            0,00PLPA-PR-U11-010703-001",10079560,"2-Maszyna ścinajaca wafel nr 230UGP31PLPAPL60P03            0,00PLPA-PR-U11-010703-001",10079563,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-PRASA ŚLIMAKOWA DO WAFLI /odpad/30UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-001",10079564,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-PRASA ŚLIMAKOWA DO WAFLI /odpad/30UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-001",10079564,"2-Transporter wafla z układem ścinania w30UGP11PLPAPL64P11            0,00PLPA-PR-U11-010703-001",10079565,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-PRASA ŚLIMAKOWA DO WAFLI /odpad/30UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-001",10079564,"2-UKŁAD TRANSPORTOWY DO SEKCJI T8 NR 1+s30UGP11PLPAPL64P11            0,00PLPA-PR-U11-010703-001",10079566,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-PRASA ŚLIMAKOWA DO WAFLI /odpad/30UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-001",10079564,"2-UKŁAD TRANSPORTOWY DO SEKCJI T8 NR 2+s30UGP11PLPAPL64P11            0,00PLPA-PR-U11-010703-001",10079567,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-001PIECE Z NAWILŻACZAMI RAFFAELLO506230,,,,"1-Układ odsysania pyłu waflowego6230UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-001",10153747,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,,,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,"2-Zespół transporterów od Kartoniarki004688/2506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10116413,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,"2-Zespół transporterów od Zespołu zamyka004688/3506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138390,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,"2-Zespół zamykania kartonu004688/4506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10116414,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,"2-Zespół klejenia kartonu004688/5506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10116415,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Linia pakowania wieloformat. T15/T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116412,"2-Zespół klejenia kartonu004688/5506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10116415,"3-Klejarka506087UGP11PLPAPL15P11            0,00PLPA-PR-U11-010703-002",10116416
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Kartoniarka T506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10130778,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Waga wielogłowicowa6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116410,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Transporter zasypu manualnego004688/1506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116411,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Waga przepływowa6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116417,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Drukarka laserowa6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116418,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Drukarka laserowa6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116418,"2-Odkurzacz004802/1506087UGP11PLPAPL18P11            0,00PLPA-PR-U11-010703-002",10116419,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-System kontroli nadruku drukarki6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10117962,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Przekładacz produktu6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116420,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Transporter pionowy6087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116421,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Zespół transporterów do Czapkarki004688/7506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116422,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -5506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152109,"1-Szafa sterownicza linii004688/6506087UGP11PLPAPL09P11            0,00PLPA-PR-U11-010703-002",10116423,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,"2-Zespół transporterów od Kartoniarki004689/1506087UGP11PLPAPL89P11            0,00PLPA-PR-U11-010703-002",10138391,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,"2-Zespół transporterów od Zespołu zamyka004689/2506087UGP11PLPAPL89P11            0,00PLPA-PR-U11-010703-002",10138387,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,"2-Zespół zamykania kartonu004689/3506087UGP11PLPAPL89P11            0,00PLPA-PR-U11-010703-002",10138393,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,"2-Zespół klejenia kartonu004689/4506087UGP11PLPAPL89P11            0,00PLPA-PR-U11-010703-002",10138394,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Linia pakowania wieloformt. T15/T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138389,"2-Zespół klejenia kartonu004689/4506087UGP11PLPAPL89P11            0,00PLPA-PR-U11-010703-002",10138394,"3-Klejarka6087UGP11PLPAPL94P11            0,00PLPA-PR-U11-010703-002",10138395
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Kartoniarka T506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10152108,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Waga wielogłowicowa6087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138388,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Waga przepływowa6087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138396,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Drukarka laserowa6087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138397,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Drukarka laserowa6087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138397,"2-Odkurzacz6087UGP11PLPAPL97P11            0,00PLPA-PR-U11-010703-002",10138398,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Przekładacz produktu6087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138399,,,,
