Level_4,Level_6,Level_6_Kod,Level_7,Level_7_Kod,Level_8,Level_8_Kod,Level_9,Level_9_Kod,Level_10,Level_10_Kod,Level_12,Level_12_Kod
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Wózek 4506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169549,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Transporter taśmowy 5506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169553,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Pivod 5506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169563,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Wózek 5506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10101202,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Transporter taśmowy zagęszczający Nr.1506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169545,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Transporter taśmowy zagęszczający Nr.2506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10195907,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Pivod 6506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169559,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Wózek 6506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10101203,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Transporter taśmowy 7506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169550,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Pivod 7506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169564,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Wózek 7506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10101204,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Transporter taśmowy 8506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169551,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Pivod 8506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10169565,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Wózek 8506272UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10101205,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Dystrybucja rzędów506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10102341,"2-Magazyn buforowy batonów72UGP43PLPAPL41P04            0,00PLPA-PR-U43-011545-003",10101206,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Fazator 1506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101087,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Detektor metalu 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101088,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101089,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101089,"3-System próżniowy za Flowpackiem 1506272UGP43PLPAPL89P04            0,00PLPA-PR-U43-011545-003",10101090,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101089,"3-Banderola 1506272UGP43PLPAPL89P04            0,00PLPA-PR-U43-011545-003",10101091,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Powielacz 1506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101093,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Kanały napełniające 1506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101094,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Bipack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101095,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Bipack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101095,"2-System próżniowy za Bipackiem 1506272UGP43PLPAPL95P04            0,00PLPA-PR-U43-011545-003",10101096,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Maszyna foliująca Bipack 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101095,"3-System laserowy 1 (Drukarka)72UGP43PLPAPL95P04            0,00PLPA-PR-U43-011545-003",10102644,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101075,"2-Transportery Pakowaczki 1506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10101207,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Transporter / zakręt 1506272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101097,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Rentgen 272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101099,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Robot pakujący T15. Nr.272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101100,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Robot pakujący T15. Nr.272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101100,"3-Dystrybutor kleju / Robot  1506272UGP43PLPAPL00P04            0,00PLPA-PR-U43-011545-003",10102637,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Platforma wagowa 272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101101,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101092,"2-Drukarka 272UGP43PLPAPL92P04            0,00PLPA-PR-U43-011545-003",10101098,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Kartoniarka Displaya 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101103,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Kartoniarka Displaya 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101103,"2-Dystrybutor kleju / Displaya 1506272UGP43PLPAPL03P04            0,00PLPA-PR-U43-011545-003",10102639,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Zespół transporterów 1506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101219,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Winda 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101102,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Fazator 2506272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101104,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Detektor metalu 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101105,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101106,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101106,"3-System próżniowy za Flowpackiem 2506272UGP43PLPAPL06P04            0,00PLPA-PR-U43-011545-003",10101107,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101106,"3-Banderola 2506272UGP43PLPAPL06P04            0,00PLPA-PR-U43-011545-003",10101117,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Powielacz 2506272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101108,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Kanały napełniające 2506272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101109,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Bipack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101110,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Bipack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101110,"3-System próżniowy za Bipackiem 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101111,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Maszyna foliująca Bipack 272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101110,"3-System laserowy 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101119,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101076,"2-Transportery Pakowaczki 2506272UGP43PLPAPL76P04            0,00PLPA-PR-U43-011545-003",10101209,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Transporter / zakręt 2506272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10101118,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Rentgen 272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10101112,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Robot pakujący T15. Nr.272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10101113,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Robot pakujący T15. Nr.272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10101113,"3-Dystrybutor kleju / Robot  2506272UGP43PLPAPL13P04            0,00PLPA-PR-U43-011545-003",10102638,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Platforma wagowa 272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10101114,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101120,"2-Drukarka 272UGP43PLPAPL20P04            0,00PLPA-PR-U43-011545-003",10102676,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Kartoniarka Displaya 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101116,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Kartoniarka Displaya 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101116,"2-Dystrybutor kleju / Displaya 2506272UGP43PLPAPL16P04            0,00PLPA-PR-U43-011545-003",10102640,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Zespół transporterów 2506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101221,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Winda 272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101115,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Fazator 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131628,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Detektor metalu 272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131629,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131630,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131630,"3-System próżniowy za Flowpackiem 272UGP43PLPAPL30P04            0,00PLPA-PR-U43-011545-003",10131631,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Drukarka 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131632,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Maszyna foliująca Bipack 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131633,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Maszyna foliująca Bipack 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131633,"3-System próżniowy za Bipackiem 3506272UGP43PLPAPL33P04            0,00PLPA-PR-U43-011545-003",10131634,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Maszyna foliująca Bipack 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131633,"3-System laserowy 06272UGP43PLPAPL33P04            0,00PLPA-PR-U43-011545-003",10131635,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10101239,"2-Transportery Pakowaczki 3506272UGP43PLPAPL39P04            0,00PLPA-PR-U43-011545-003",10131636,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,"2-Zespół transporterów506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10167876,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,"2-Rentgen 3506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10167877,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,"2-Robot pakujący506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10167878,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,"2-Platforma wagowa 3506272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10167879,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 3506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167875,"2-Drukarka 272UGP43PLPAPL75P04            0,00PLPA-PR-U43-011545-003",10167880,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Kartoniarka 3(Mastello)506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167881,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,,,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Fazator 4506272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131638,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Detektor metalu 272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131639,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131640,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Maszyna foliująca Flowpack 272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131640,"3-System próżniowy za Flowpackiem 272UGP43PLPAPL40P04            0,00PLPA-PR-U43-011545-003",10131641,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Drukarka 272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131642,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10131637,"2-Transportery Pakowaczki 4506272UGP43PLPAPL37P04            0,00PLPA-PR-U43-011545-003",10131643,,,,
PLPA-PR-U43-011545KB 3.,PLPA-PR-U43-011545-003KB 3. Pakowanie506272,,,,"1-Pakowaczka zbiorcza 4506272UGP43PLPAPL10P04            0,00PLPA-PR-U43-011545-003",10167885,,,,,,
