Tydzień;Tydzień;Rok;Od;Do;Linia;Rodzina;QL (TOT) Akt;QL (TOT) Pln;% Dvt Produk.;Zmiana Czysty;Zmiana Prg;Q/Zm. Standard;Q/Zm. Akt;Q/Zm. Docel;Q/CPK Akt;Q/CPK Docel;Ope/LN Sh. Akt;Ope/LN Sh. Docel;Ope/EL Sh. Akt;Ope/EL Sh. Docel;G/QL Akt;G/QL Docel;% S.C. Eff;% S.C. Std.;% SR Eff;% SR Std.;% SF/SP Eff;% SF/SP Std.;Godz. Prac. Akt;Godz./Prac. Docel;% Eff LINIA Eff;% Eff LINIA Obb;% Eff Prac. Eff;% Eff Prac. Obb;% Zysku Eff;% Zysku Obb
W01;1;2025;30.12.2024;05.01.2025;10703;1503;1338,68;1333,18;0,41;5,56;5,56;271,44;240,66;240,00;240,66;240,00;56,61;54,47;11,08;4,37;2,25;1,96;1,78;1,21;0,16;0,70;16,94;12,03;3012,00;2625,46;88,66;88,42;77,07;88,42;88,66;88,42
W01;1;2025;30.12.2024;05.01.2025;10716;1506;22,95;22,80;0,63;0,73;0,73;39,17;31,30;31,30;31,30;31,30;9,04;9,20;0,00;0,00;2,31;2,35;0,10;0,10;0,00;0,00;0,00;0,00;53,00;53,98;79,92;79,91;81,38;79,91;79,92;79,91
W01;1;2025;30.12.2024;05.01.2025;10716;1509;17,82;17,82;0,00;0,63;0,63;35,64;28,12;28,11;28,12;28,11;6,90;7,00;0,00;0,00;1,96;1,99;0,10;0,10;0,00;0,00;0,00;0,00;35,00;35,50;78,88;78,87;80,00;78,87;78,88;78,87
W01;1;2025;30.12.2024;05.01.2025;10716;1526;82,62;82,11;0,62;2,94;2,92;35,64;28,11;28,11;28,11;28,11;7,15;7,15;0,00;0,00;2,03;2,03;0,10;0,10;0,00;0,00;0,00;0,00;168,00;168,05;78,87;78,87;78,89;78,87;78,87;78,87
W01;1;2025;30.12.2024;05.01.2025;10717;1519;146,29;145,65;0,44;6,65;6,62;51,41;22,00;22,00;22,00;22,00;11,00;11,00;2,59;2,61;4,94;4,95;4,98;5,01;0,00;0,00;0,00;0,00;723,00;724,07;42,79;42,79;42,85;42,79;42,79;42,80
W01;1;2025;30.12.2024;05.01.2025;10718;1511;31,07;29,96;3,68;1,04;1,00;38,19;30,00;30,00;30,00;30,00;21,97;22,02;0,00;0,00;5,86;5,87;0,10;0,10;0,00;0,00;0,00;0,00;182,00;182,41;78,57;78,56;78,74;78,56;78,57;78,56
W01;1;2025;30.12.2024;05.01.2025;10721;1516;54,84;54,00;1,56;5,77;5,68;11,75;9,50;9,50;9,50;9,50;9,20;9,21;0,22;0,23;7,93;7,95;0,50;0,50;0,00;0,00;0,00;0,00;435,00;435,68;80,85;80,85;80,98;80,85;80,85;80,85
W01;1;2025;30.12.2024;05.01.2025;10799;1503;214,28;214,28;0,00;0,89;0,89;271,43;240,15;240,00;240,15;240,00;4,76;4,84;0,00;0,00;0,16;0,16;0,05;0,05;0,00;0,00;0,00;0,00;34,00;34,54;88,48;88,42;89,81;88,42;88,48;88,42
W02;2;2025;06.01.2025;12.01.2025;10703;1503;4310,48;4579,00;-5,86;18,19;19,08;271,44;237,00;240,00;237,00;240,00;56,30;53,78;4,52;4,37;2,05;1,94;1,27;1,21;0,58;0,70;12,26;12,02;8850,00;8355,30;87,32;88,42;83,48;88,42;87,32;88,42
W02;2;2025;06.01.2025;12.01.2025;10709;1524;137,41;137,12;0,21;12,99;12,96;13,22;10,58;10,58;10,58;10,58;10,99;11,00;0,17;0,18;8,44;8,45;0,79;0,80;0,00;0,00;0,00;0,00;1160,00;1161,28;80,04;80,04;80,13;80,04;80,04;80,04
W02;2;2025;06.01.2025;12.01.2025;10716;1506;105,56;105,01;0,53;3,37;3,36;39,17;31,30;31,30;31,30;31,30;8,67;8,70;0,00;0,00;2,22;2,22;0,10;0,10;0,00;0,00;0,00;0,00;234,00;234,76;79,92;79,91;80,17;79,91;79,92;79,91
W02;2;2025;06.01.2025;12.01.2025;10716;1509;115,27;114,82;0,39;4,08;4,08;33,48;28,27;28,27;28,27;28,11;7,08;7,09;0,00;0,00;2,00;2,01;0,10;0,10;0,00;0,00;0,00;0,00;231,00;231,22;84,44;84,43;84,06;83,98;84,44;83,96
W02;2;2025;06.01.2025;12.01.2025;10716;1526;78,67;78,00;0,86;2,80;2,78;35,64;28,12;28,11;28,12;28,11;6,97;7,00;0,00;0,00;1,98;1,99;0,10;0,10;0,00;0,00;0,00;0,00;156,00;156,71;78,88;78,87;79,23;78,87;78,88;78,87
W02;2;2025;06.01.2025;12.01.2025;10717;1519;586,64;585,22;0,24;26,65;26,60;51,41;22,02;22,00;22,02;22,00;11,00;11,00;2,61;2,61;4,95;4,95;4,90;5,01;0,00;0,00;0,00;0,00;2901,00;2903,53;42,82;42,79;42,83;42,79;42,82;42,80
W02;2;2025;06.01.2025;12.01.2025;10718;1510;9,30;9,01;3,26;0,32;0,31;36,72;29,40;29,40;29,40;29,40;7,90;8,00;0,00;0,00;2,15;2,18;0,10;0,10;0,00;0,00;0,00;0,00;20,00;20,25;80,07;80,07;81,07;80,07;80,07;80,07
W02;2;2025;06.01.2025;12.01.2025;10718;1511;56,29;56,13;0,29;1,88;1,87;38,19;30,00;30,00;30,00;30,00;18,65;18,69;0,00;0,00;4,97;4,98;0,10;0,10;0,00;0,00;0,00;0,00;280,00;280,49;78,56;78,56;78,70;78,56;78,56;78,56
W02;2;2025;06.01.2025;12.01.2025;10721;1516;119,30;117,99;1,11;12,56;12,42;11,75;9,50;9,50;9,50;9,50;9,35;9,35;0,22;0,23;8,06;8,07;0,50;0,50;0,00;0,00;0,00;0,00;962,00;962,26;80,85;80,85;80,87;80,85;80,85;80,85
W02;2;2025;06.01.2025;12.01.2025;10799;1503;618,29;718,02;-13,89;0,00;2,99;271,43;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,42
W03;3;2025;13.01.2025;19.01.2025;10703;1503;3718,13;4301,24;-13,56;16,63;17,92;271,44;223,65;240,00;223,65;240,00;65,36;53,60;6,09;4,37;2,56;1,93;1,14;1,21;0,91;0,70;12,73;12,02;9503,00;7184,82;82,39;88,42;66,85;88,42;82,39;88,42
W03;3;2025;13.01.2025;19.01.2025;10709;1524;40,35;40,00;0,88;3,81;3,78;13,22;10,58;10,58;10,58;10,58;11,00;11,00;0,15;0,18;8,43;8,45;0,80;0,80;0,00;0,00;0,00;0,00;340,00;341,01;80,04;80,04;80,28;80,04;80,04;80,04
W03;3;2025;13.01.2025;19.01.2025;10716;1506;44,95;44,95;0,00;1,44;1,44;39,17;31,30;31,30;31,30;31,30;10,01;10,00;0,00;0,00;2,56;2,56;0,10;0,10;0,00;0,00;0,00;0,00;115,00;114,88;79,92;79,91;79,83;79,91;79,92;79,91
W03;3;2025;13.01.2025;19.01.2025;10716;1509;49,14;48,99;0,29;1,75;1,74;35,64;28,12;28,11;28,12;28,11;6,94;7,00;0,00;0,00;1,97;1,99;0,10;0,10;0,00;0,00;0,00;0,00;97,00;97,88;78,90;78,87;79,59;78,87;78,90;78,87
W03;3;2025;13.01.2025;19.01.2025;10716;1526;133,85;132,79;0,80;4,76;4,72;35,64;28,11;28,11;28,11;28,11;7,67;7,67;0,00;0,00;2,18;2,18;0,10;0,10;0,00;0,00;0,00;0,00;292,00;292,29;78,86;78,87;78,95;78,87;78,86;78,87
W03;3;2025;13.01.2025;19.01.2025;10717;1519;330,77;404,86;-18,30;14,22;18,40;51,41;23,26;22,00;23,26;22,00;12,05;11,00;2,75;2,61;5,09;4,95;4,95;5,01;0,00;0,00;0,00;0,00;1684,00;1637,15;45,24;42,79;41,60;42,79;45,24;42,80
W03;3;2025;13.01.2025;19.01.2025;10718;1511;35,25;34,83;1,21;1,18;1,16;38,19;30,00;30,00;30,00;30,00;15,96;16,00;0,00;0,00;4,26;4,27;0,10;0,10;0,00;0,00;0,00;0,00;150,00;150,40;78,56;78,56;78,77;78,56;78,56;78,56
W03;3;2025;13.01.2025;19.01.2025;10721;1516;105,98;105,90;0,08;11,16;11,15;11,75;9,50;9,50;9,50;9,50;9,26;9,26;0,22;0,23;7,98;7,98;0,50;0,50;0,00;0,00;0,00;0,00;846,00;846,14;80,85;80,85;80,86;80,85;80,85;80,85
W03;3;2025;13.01.2025;19.01.2025;10799;1503;412,07;412,07;0,00;0,00;1,72;271,43;0,00;0,00;0,00;240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,42
