Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10081091;1-TT2 counting and dispensing machine;31.12.9999;PLPA
10081092;2-TT2 T-100 COMBO-Weight;31.12.9999;PLPA
10081093;2-TT2 Metal Detector;31.12.9999;PLPA
10081094;1-TT2 box-capper;31.12.9999;PLPA
10081095;1-TT2 box-Transporter Plate;31.12.9999;PLPA
10081096;2-TT2 air platelet Transporter 2;31.12.9999;PLPA
10081097;2-TT2 Transporter under labeller;31.12.9999;PLPA
10081098;2-TT2 Transporter Plate No. 4 before Rob;31.12.9999;PLPA
10081099;2-TT2 Transporter Plate No. 1;31.12.9999;PLPA
10081100;2-TT2 Transporter platelet got to exp.;31.12.9999;PLPA
10081101;2-TT2 Transporter Plate before the foil;31.12.9999;PLPA
10081102;2-TT2 Transporter Plate for compacts;31.12.9999;PLPA
10081103;2-TT2 Transporter Plate No. 2;31.12.9999;PLPA
10081104;2-TT2 Transporter Plate No. 1;31.12.9999;PLPA
10081105;2-TT2 Transporter Plate No. 2;31.12.9999;PLPA
10081106;2-TT2 platelet Transporter 3;31.12.9999;PLPA
10081107;2-TT2 Transporter Plate No. 4;31.12.9999;PLPA
10081108;1-TT-box printer;31.12.9999;PLPA
10081109;2-TT-box printer;31.12.9999;PLPA
10081110;2-TT-box printer marsh;31.12.9999;PLPA
10081111;2-The device PROMARK Gamma QRC SR;31.12.9999;PLPA
10081112;2-Printer 460 MI MK3 barcodes;31.12.9999;PLPA
10081113;2-Labelling;31.12.9999;PLPA
10081114;2-Printer Unicorn MARSH;31.12.9999;PLPA
10081115;2-TT box-electric cabinet;31.12.9999;PLPA
10081116;1-Media;31.12.9999;PLPA
10081117;2-TT box-cabinet Home Electrical;31.12.9999;PLPA
10081118;2-boxes TT-TT Tesco Electrical Supply;31.12.9999;PLPA
10081119;2-boxes TT-TT Air Tesco;31.12.9999;PLPA
10081120;1-Preparation-nutella-Rolls Pre 2 cyl to;31.12.9999;PLPA
10081121;2-Preparation-nutella-engine mill;31.12.9999;PLPA
10081122;2-Preparation-nutella-electric cabinet;31.12.9999;PLPA
10081123;1-Preparation-nutella-Discharge hopper w;31.12.9999;PLPA
10081124;1-Preparation-nutella-mixer for mixing t;31.12.9999;PLPA
10081125;2-Preparation-nutella-Screw Conveyor for;31.12.9999;PLPA
10081126;2-Preparation-nutella-Screw Conveyor for;31.12.9999;PLPA
10081127;2-Preparation-nutella-Screw Conveyor for;31.12.9999;PLPA
10081128;2-Preparation-nutella-Screw Conveyor for;31.12.9999;PLPA
10081129;2-Preparation-nutella-Electrical cabinet;31.12.9999;PLPA
10081130;2-Preparation-nutella-silo for cocoa 5 m;31.12.9999;PLPA
10081131;2-Preparation-nutella-silo skim milk pow;31.12.9999;PLPA
10081132;2-Preparation-nutella-tank fat 500 kg;31.12.9999;PLPA
10081133;2-Preparation-nutella-Electrical cabinet;31.12.9999;PLPA
10081134;2-Preparation-nutella-fat tank 60 m3;31.12.9999;PLPA
10081135;2-Preparation-nutella-tank of 6.25 m3;31.12.9999;PLPA
10081136;2-Preparation-nutella-tank walnut paste.;31.12.9999;PLPA
10081137;2-Preparation-Nutella Nutella-tank of 12;31.12.9999;PLPA
10081138;1-Preparation-nutella-mill 5-helical;31.12.9999;PLPA
10081139;1-Preparation-nutella-Plasticizer for Nu;31.12.9999;PLPA
10081140;1-Preparation-nutella-Plasticizer for Nu;31.12.9999;PLPA
10081141;2-Preparation-nutella-Feeding skimmed mi;31.12.9999;PLPA
10081142;2-Preparation-nutella-Feeding whole milk;31.12.9999;PLPA
10081143;2-Preparation-nutella-Press to big bags;31.12.9999;PLPA
10081144;2-Preparation-nutella-vacuum;31.12.9999;PLPA
10081145;2-Preparation-nutella-Compressor;31.12.9999;PLPA
10081146;2-Preparation-nutella-Compressor;31.12.9999;PLPA
10081147;2-Preparation-nutella-Hot water-preparat;31.12.9999;PLPA
10081148;2-Preparation-nutella-pair of the pressu;31.12.9999;PLPA
10081149;2-Preparation-nutella-Power supply-prepa;31.12.9999;PLPA
10081150;2-Preparation-nutella-air-preparation nu;31.12.9999;PLPA
10081151;1-Line KBueno - refrigerated cream paste;31.12.9999;PLPA
10081152;1-Line KBueno - refrigerated cream paste;31.12.9999;PLPA
10081153;2-Raff-Preparation-electric cabinet;31.12.9999;PLPA
10081154;2-Raff-Preparation-Screw Conveyor to tra;31.12.9999;PLPA
10081155;2-Raff-Preparation-Screw Conveyor to tra;31.12.9999;PLPA
10081156;2-Raff-Preparation-tank lactose 3.5 m;31.12.9999;PLPA
10081157;2-Raff-Preparation-tank whey 3.5 m;31.12.9999;PLPA
10081158;1-Raff-Preparation-Plasticizer for cocon;31.12.9999;PLPA
10081159;1-Raff-Preparation-grinder coconut butte;31.12.9999;PLPA
10081160;2-Raff-Preparation of 0,93 m3 plasticize;31.12.9999;PLPA
10081161;2-Raff-Preparation of 0,93 m3 plasticize;31.12.9999;PLPA
10081162;1-Raff-Preparation of 1,4 m3 plasticizer;31.12.9999;PLPA
10081163;1-Raff-Preparation-mixer V = 250 L;31.12.9999;PLPA
10081164;2-Raff-Preparation-conveyor with shred a;31.12.9999;PLPA
10081165;2-Raff-Preparation-tank ripieno Raffaell;31.12.9999;PLPA
10081166;1-Raff-Preparation-mill 5-helical;31.12.9999;PLPA
10081167;1-Raff-Preparation-Plasticizer for ripie;31.12.9999;PLPA
10081168;1-Raff-Preparation-Plasticizer for toppi;31.12.9999;PLPA
10081169;2-Raff-Preparation of Oil-tank 0.6 m 3;31.12.9999;PLPA
10081170;2-Raff-Preparation of Oil-tank 0.6 m 3;31.12.9999;PLPA
10081171;2-Raff-Preparation-tank to the aroma of;31.12.9999;PLPA
10081172;2-Raff-Preparation-tank to the aroma of;31.12.9999;PLPA
10081173;2-Raff-Preparation-sugar silo 90 m3;31.12.9999;PLPA
10081174;2-Raff-Preparation-flour silo 90 m3;31.12.9999;PLPA
10081175;1-Media;31.12.9999;PLPA
10081176;2-Pneumatic conveying raw 6142;31.12.9999;PLPA
10081177;2-WATER CHILLER RTAC 130 HE;31.12.9999;PLPA
10081178;2-Raff-Preparation-air-preparation raffa;31.12.9999;PLPA
10081179;2-Raff-Preparation-Power Supply-y prepar;31.12.9999;PLPA
10081180;2-Szafa elektryczna;31.12.9999;PLPA
10081181;2-Gorąca woda;31.12.9999;PLPA
10081182;2-Powietrze;31.12.9999;PLPA
10081183;1-KS Preparation of Pre-Rolls for 2 cyl;31.12.9999;PLPA
10081184;2-2 * Silos for sugar and flour 6149;31.12.9999;PLPA
10081185;2-Preparation KS-electric cabinet;31.12.9999;PLPA
10081186;1-Preparation KS-Discharge hopper with w;31.12.9999;PLPA
10081187;1-Preparation of KS-mixer for mixing the;31.12.9999;PLPA
10081188;2-Preparation KS-Conveyor screw to trans;31.12.9999;PLPA
10081189;2-Preparation KS-Conveyor screw to trans;31.12.9999;PLPA
10081190;2-Preparation KS-Conveyor screw to trans;31.12.9999;PLPA
10081191;2-KS Preparation-Electrical cabinets;31.12.9999;PLPA
10081192;2-Preparation of KS-silo whole milk powd;31.12.9999;PLPA
10081193;2-Preparation KS-silo for sugar 5 m;31.12.9999;PLPA
10081194;2-Preparation of KS-tank 500 kg of fat;31.12.9999;PLPA
10081195;2-Preparation KS-fat tank 60 m3;31.12.9999;PLPA
10081196;2-Preparation KS-tank with loading exter;31.12.9999;PLPA
10081197;2-Preparation KS-shaker with strainer in;31.12.9999;PLPA
10081198;2-Preparation KS-fat ARD tank 35 m3;31.12.9999;PLPA
10081199;2-Preparation KS-tank Cream Eggs K 12,5;31.12.9999;PLPA
10081200;1-Preparation KS-mill 5-helical;31.12.9999;PLPA
10081201;1-Preparation KS-plasticizer Cream Eggs;31.12.9999;PLPA
10081202;2-Preparation KS-Feeding Cocoa;31.12.9999;PLPA
10081203;2-KS-Feeding Preparation for skimmed mil;31.12.9999;PLPA
10081204;2-Preparation KS-electric cabinet;31.12.9999;PLPA
10081205;2-Preparation KS-Compressor;31.12.9999;PLPA
10081206;2-Preparation KS-Compressor;31.12.9999;PLPA
10081207;2-Preparation KS-Hot water-preparation k;31.12.9999;PLPA
10081208;2-Preparation KS-pair the pressure-prepa;31.12.9999;PLPA
10081209;2-Preparation KS-Power supply-preparatio;31.12.9999;PLPA
10081210;2-Preparation KS-air-preparation ks;31.12.9999;PLPA
10081211;2-Line KBueno - Tank for topping;31.12.9999;PLPA
10081212;1-Line KBueno - sharpener for toppings;31.12.9999;PLPA
10081213;2-Tape transporter lamination - Tank for;31.12.9999;PLPA
10081214;1-L.prepar. 6164-Plasticizer for Nutella;31.12.9999;PLPA
10081215;2-KJ-Preparation - Electrical Cabinet;31.12.9999;PLPA
10081216;2-KJ-Preparation - tank OPR 03 6.25 m3;31.12.9999;PLPA
10081217;2-KJ-Preparation - PALM tank 25 6.25 m3;31.12.9999;PLPA
10081218;2-KJ-Preparation - tank BURRO VACINO 6.2;31.12.9999;PLPA
10081219;2-KJ-Preparation - Tank for toppings K J;31.12.9999;PLPA
10081220;2-KJ-Preparation - Tank dairy cream. KJo;31.12.9999;PLPA
10081221;1-KJ-Preparation - Rolls 5-helical;31.12.9999;PLPA
10081222;1-KJ-Preparation - Plasticizer cream Joy;31.12.9999;PLPA
10081223;1-KJ-Preparation - Plasticizer for K Joy;31.12.9999;PLPA
10081224;1-KJ-Preparation - Plasticizer for toppi;31.12.9999;PLPA
10081225;2-KJ-Preparation - A pair of the pressur;31.12.9999;PLPA
10081226;2-Tank cocoa butter 6191-the line prepar;31.12.9999;PLPA
10081227;1-KB - preparation. - Rolls 5-helical;31.12.9999;PLPA
10081228;1-KB - preparation. - Plasticizer for K;31.12.9999;PLPA
10081229;1-KB - preparation. - Plasticizer for to;31.12.9999;PLPA
10081230;1-KB - preparation. - Plasticizer for to;31.12.9999;PLPA
10081231;2-KB - preparation. - Tank for toppings;31.12.9999;PLPA
10081232;2-Prepare. KB White-tank as cocoa butter;31.12.9999;PLPA
10081233;1-Prepare. KB White-Plasticizer for whit;31.12.9999;PLPA
10081234;1-Plasticizer 6 tons 316L/304;31.12.9999;PLPA
10081235;1-KB White - 5m3 silo skim milk;31.12.9999;PLPA
10081236;2-KB White - Plasticizer 6m3;31.12.9999;PLPA
10081237;2-KB White - Plasticizer 6m3;31.12.9999;PLPA
10081238;2-KB White - Pipelines for mass;31.12.9999;PLPA
10081239;2-KB White - Screw;31.12.9999;PLPA
10081240;2-KB White - Transporters;31.12.9999;PLPA
10081241;2-KB White - Transporters;31.12.9999;PLPA
10081242;2-KB White - Power supply;31.12.9999;PLPA
10081243;2-KB White - Platforms extraction;31.12.9999;PLPA
10081244;2-CONVEYOR SCREW 4,6 m twill;31.12.9999;PLPA
10081245;1-SYSTEM DEMINERALISATION PLANT WATER Q;31.12.9999;PLPA
10081246;2-Winches chain EUDKUN 16-1000KV1-1/1 F4;31.12.9999;PLPA
10081247;2-Mag materials - station unloading big;31.12.9999;PLPA
10081248;1-zasypy;31.12.9999;PLPA
10081249;2-L.Tostino-Feeding nuts;31.12.9999;PLPA
10081250;2-tank nuts - line preparation;31.12.9999;PLPA
10081251;2-L.Tostino-lock for filling;31.12.9999;PLPA
10081252;2-L.Tostino-Discharge hopper;31.12.9999;PLPA
10081253;2-L.Tostino-The commands Transport;31.12.9999;PLPA
10081254;2-L.Tostino-Transporter Tape;31.12.9999;PLPA
10081255;2-L.Tostino-sluice chute at seperatorze;31.12.9999;PLPA
10081256;1-roaster;31.12.9999;PLPA
10081257;2-L.Tostino-Vibrating Sieve;31.12.9999;PLPA
10081258;2-L.Tostino-separator;31.12.9999;PLPA
10081259;2-L.Tostino-roaster;31.12.9999;PLPA
10081260;2-L.Tostino-condenser - a capacitor;31.12.9999;PLPA
10081261;2-L.Tostino-Fan;31.12.9999;PLPA
10081262;2-L.Tostino radial air-lift;31.12.9999;PLPA
10081263;2-L.Tostino radial air-lift;31.12.9999;PLPA
10081264;2-L.Tostino-centrifugal separator;31.12.9999;PLPA
10081265;2-L.Tostino-centrifugal separator;31.12.9999;PLPA
10081266;2-L.Tostino-centrifugal separator;31.12.9999;PLPA
10081267;2-L.Tostino-separator stones with access;31.12.9999;PLPA
10081268;1-Media;31.12.9999;PLPA
10081269;2-L.Tostino-Compressor;31.12.9999;PLPA
10081270;2-L.Tostino-electric cabinet;31.12.9999;PLPA
10081271;2-L.Tostino-cabinet main electric roaste;31.12.9999;PLPA
10081272;2-Prepare Tostino L.Tostino-1 Hot Water;31.12.9999;PLPA
10081273;2-L.Tostino-prepare Tostino 1 steam pres;31.12.9999;PLPA
10081274;2-Prepare Tostino L.Tostino-1 Power Supp;31.12.9999;PLPA
10081275;2-Prepare Tostino L.Tostino-1 air;31.12.9999;PLPA
10081276;1-Building a mill \ deodorator \ (zwięk.;31.12.9999;PLPA
10081277;2-Deodorator-oil storage tank 75 m3;31.12.9999;PLPA
10081278;1-Deodorator-Dezodoryzator;31.12.9999;PLPA
10081279;2-Deodorator-oil storage tank 75 m3;31.12.9999;PLPA
10081280;2-Deodorator-oil storage tank 75 m3;31.12.9999;PLPA
10081281;2-Deodorator-oil storage tank 75 m3;31.12.9999;PLPA
10081282;2-Deodorator-Hot water-Deodorator;31.12.9999;PLPA
10081283;2-Deodorator-pair of the pressure-Deodor;31.12.9999;PLPA
10081284;2-Deodorator-Power supply-Deodorator;31.12.9999;PLPA
10081285;2-Deodorator-air-Deodorator;31.12.9999;PLPA
10081286;2-System Performance Korting dummies;31.12.9999;PLPA
10081287;2-Chiller RTAC275;31.12.9999;PLPA
10081288;2-Cooling Tower VXT800 / deodorator I /;31.12.9999;PLPA
10081289;1-OIL TANK 95m3;31.12.9999;PLPA
10081290;2-SILOS IN COCOA BUTTER 95m3;31.12.9999;PLPA
10081291;1-2 * Raff-Preparation-mill 3-helical;31.12.9999;PLPA
10081292;1-2 * Raff-Preparation-mill 3-helical;31.12.9999;PLPA
10081293;1-Preparation-nutella-mill 5-helical;31.12.9999;PLPA
10081294;1-K.Cereali PLASTICISER V-2, 2t 316L/304;31.12.9999;PLPA
10081295;1-K.Cereali PLASTICISER V-1, 5m3 316L/30;31.12.9999;PLPA
10081296;1-K.Cereali PLASTICISER V-1, 5m3 316L/30;31.12.9999;PLPA
10081297;1-Equipment other;31.12.9999;PLPA
10081298;2-K.Cereali TANK WEIGHING V-2, 5m3 304;31.12.9999;PLPA
10081299;2-K.Cereali Rolls PREFINER 1800D;31.12.9999;PLPA
10081300;2-K.Cereali CONVEYOR shaftless DN250 L =;31.12.9999;PLPA
10081301;2-K.Cereali TANK 1.5 m3 with a mixer;31.12.9999;PLPA
10081302;2-K.Cereali CONVEYOR SCREW DN200 L = 160;31.12.9999;PLPA
10081303;2-K.Cereali CONVEYOR SCREW DN200 L = 600;31.12.9999;PLPA
10081304;2-K.Cereali CONVEYOR SCREW DN200 L = 160;31.12.9999;PLPA
10081305;2-K.Cereali CONVEYOR SCREW DN200 L = 160;31.12.9999;PLPA
10081306;1-SILOS IN FLOUR;31.12.9999;PLPA
10081307;2-Line KBueno - Tank cream;31.12.9999;PLPA
10081308;1-L.prepar. Plasticizer for ripieno K Bu;31.12.9999;PLPA
10081309;2-Prepare. KB2-tank with the station fil;31.12.9999;PLPA
10081310;2-Prepar.KB2-tank with the station filte;31.12.9999;PLPA
10081311;1-Prepar.KB2 Pre-Rolls 2 cyl to breaking;31.12.9999;PLPA
10081312;1-Prepar.KB2-mill for grinding 5 cyl s;31.12.9999;PLPA
10081313;1-Prepar.KB2-mill for grinding 5 cyl s;31.12.9999;PLPA
10081314;2-Prepar.KB2-conveyor;31.12.9999;PLPA
10081315;2-Prepar.KB2-conveyor;31.12.9999;PLPA
10081316;2-Prepar.KB2-electric cabinet;31.12.9999;PLPA
10081317;2-Prepar.KB2-electric cabinet;31.12.9999;PLPA
10081318;2-Prepar.KB2-electric cabinet;31.12.9999;PLPA
10081319;2-Prepar.KB2-tank with the station filte;31.12.9999;PLPA
10081320;2-Prepar.KB2-500l tank separation of FLL;31.12.9999;PLPA
10081321;2-Prepar.KB2-tank with the station filte;31.12.9999;PLPA
10081322;2-Prepar.KB2-tank V = 1 m3 / plasteryzat;31.12.9999;PLPA
10081323;2-Prepar.KB2-tank V = 1.5 m3;31.12.9999;PLPA
10081324;2-Prepar.KB2-tank coatings / Mantechi /;31.12.9999;PLPA
10081325;2-Prepar.KB2-tank filling / ripieno / V;31.12.9999;PLPA
10081326;1-Prepar.KB2 plasticizer V-6 m3;31.12.9999;PLPA
10081327;1-Prepar.KB2 plasticizer V-6 m3;31.12.9999;PLPA
10081328;1-Prepar.KB2-Pump;31.12.9999;PLPA
10081329;2-Prepar.KB2-Prep.KBII Hot Water;31.12.9999;PLPA
10081330;2-Prepar.KB2-Prep.KBII Power Supply;31.12.9999;PLPA
10081331;2-Prepar.KB2-Prep.KBII air;31.12.9999;PLPA
10081332;2-Prepar.KB2-electric cabinet;31.12.9999;PLPA
10081333;2-Screw Conveyor Prepar.KB2-transport;31.12.9999;PLPA
10081334;2-Screw Conveyor Prepar.KB2-transport;31.12.9999;PLPA
10081335;2-Screw Conveyor Prepar.KB2-transport;31.12.9999;PLPA
10081336;1-Prepar.KB2-Plasticizer / mixer / V2, 2;31.12.9999;PLPA
10081337;2-Prepar.KB2-tank weighing 2.5 m3;31.12.9999;PLPA
10081338;2-Prepar.KB2-electric cabinet;31.12.9999;PLPA
10081339;2-PREPARATION hopper Reimelt;31.12.9999;PLPA
10081340;2-PREPARATION hopper Reimelt;31.12.9999;PLPA
10081341;2-PREPARATION hopper Reimelt;31.12.9999;PLPA
10081342;2-Preparation II - Screw PS300L;31.12.9999;PLPA
10081343;2-SCREW CONVEYOR DN300 L = 3900;31.12.9999;PLPA
10081344;1-storage tanks;31.12.9999;PLPA
10081345;2-CHOCOLATE MIXER Tank V-12500l;31.12.9999;PLPA
10081346;2-Tank 75 m3 Nutella (Milfor);31.12.9999;PLPA
10081347;2-Preparation II - TANK FOR SUGAR V = 5m;31.12.9999;PLPA
10081348;2-Well Belsk (zwię.IV '99);31.12.9999;PLPA
10081349;2-SILOS FOR SUGAR;31.12.9999;PLPA
10081350;2-TRANSPORTER AIR (AGRICULTURE);31.12.9999;PLPA
10081351;2-Milk tank to full - line preparation;31.12.9999;PLPA
10081352;"1-Rollers BUHLER - line preparation; (z";31.12.9999;PLPA
10081353;"2-Taś.transp.; Plastyf.-Electrical cabi";31.12.9999;PLPA
10081354;"1-Taś.transp.; Plastyf.-mill 5-roller -";31.12.9999;PLPA
10081355;"2-Taś.transp.; Plastyf.-tank Nutella 74";31.12.9999;PLPA
10081356;2-L.prepar. 6164-oil tank 0.6 m 3;31.12.9999;PLPA
10081357;2-L.prepar. 6164-oil tank 0.6 m 3;31.12.9999;PLPA
10081358;2-KJ-Preparation - Oil tank 0.6 m 3;31.12.9999;PLPA
10081359;2-KJ-Preparation - Oil tank 0.6 m 3;31.12.9999;PLPA
10081360;2-KJ-Preparation - Preparation of Hot Wa;31.12.9999;PLPA
10081361;2-KJ-Preparation - Power supply-preparat;31.12.9999;PLPA
10081362;2-KJ-Preparation - Air-preparation kj;31.12.9999;PLPA
10081363;2-KJ-Preparation - Tank for K Joya 12.5;31.12.9999;PLPA
10081364;1-Machine Finer-2500V PREPARATION Nutela;31.12.9999;PLPA
10081365;2-Hedge cutting strips Sandvik;31.12.9999;PLPA
10081366;2-Preparation II - Rolls PREFINER 1800D;31.12.9999;PLPA
10081367;2-Preparation II - Rolls FINER V-2500;31.12.9999;PLPA
10081368;2-Preparation II - TANK FOR SUGAR V = 5m;31.12.9999;PLPA
10081369;2-Preparation II - TANK WEIGHING V = 2.5;31.12.9999;PLPA
10081370;2-Preparation II - screw conveyor to tra;31.12.9999;PLPA
10081371;2-Preparation II - screw conveyor to tra;31.12.9999;PLPA
10081372;2-Preparation II - screw conveyor to tra;31.12.9999;PLPA
10081373;2-Preparation II - screw conveyor to tra;31.12.9999;PLPA
10081374;2-Preparation II - screw conveyor to tra;31.12.9999;PLPA
10081375;2-Preparation II - Conveyor INOX;31.12.9999;PLPA
10081376;2-Preparation II - Rolls FINER V-2500;31.12.9999;PLPA
10081377;2-Preparation II - Conveyor INOX;31.12.9999;PLPA
10081378;2-Preparation II - Conveyor INOX;31.12.9999;PLPA
10081379;2-Preparation II - Power supply;31.12.9999;PLPA
10081380;2-5 Rolls-helical 2500 BUHLER Nutella;31.12.9999;PLPA
10081381;1-Preparation II - PLASTICISER 2.2 T 5-0;31.12.9999;PLPA
10081382;1-Preparation II - PLASTICISER MFER 6T-6;31.12.9999;PLPA
10081383;1-Preparation II - PLASTICISER MFER 6T-6;31.12.9999;PLPA
10081384;1-Preparation II - PLASTICISER MFER 6T-6;31.12.9999;PLPA
10081385;1-Preparation II - PLASTICISER MFER 6T-6;31.12.9999;PLPA
10081386;1-Preparation II - PLASTICISER MFER 6T-6;31.12.9999;PLPA
10081387;1-Deodorator II-Building + building stea;31.12.9999;PLPA
10081388;2-Raff-Preparation-Nutex oil tank 3, 30;31.12.9999;PLPA
10081389;2-Deodorator II steam generator;31.12.9999;PLPA
10081390;2-Deodorator II-C01 column deodoryzacyjn;31.12.9999;PLPA
10081391;2-Deodorator II tank D10;31.12.9999;PLPA
10081392;2-Deodorator II tank D11;31.12.9999;PLPA
10081393;2-Deodorator II-pump P07;31.12.9999;PLPA
10081394;2-Deodorator II-pump P08;31.12.9999;PLPA
10081395;2-Deodorator II heat exchanger E05;31.12.9999;PLPA
10081396;2-Deodorator II heat exchanger E06;31.12.9999;PLPA
10081397;2-Deodorator II tank D01;31.12.9999;PLPA
10081398;2-Deodorator II-electric cabinet QE01;31.12.9999;PLPA
10081399;2-Deodorator II tank D12;31.12.9999;PLPA
10081400;2-Deodorator Heat Exchanger II-E04A;31.12.9999;PLPA
10081401;2-Deodorator II D02 vacuum manifold;31.12.9999;PLPA
10081402;2-Deodorator Heat Exchanger II-E04B;31.12.9999;PLPA
10081403;2-Deodorator Heat Exchanger II-E01A;31.12.9999;PLPA
10081404;2-Deodorator Heat Exchanger II-E01B;31.12.9999;PLPA
10081405;2-Deodorator II-band filters F01;31.12.9999;PLPA
10081406;2-Deodorator II-band filters F02;31.12.9999;PLPA
10081407;2-Deodorator II tank D08;31.12.9999;PLPA
10081408;2-Deodorator II-pump P06;31.12.9999;PLPA
10081409;2-Deodorator Heat Exchanger II-E02;31.12.9999;PLPA
10081410;2-Deodorator Heat Exchanger II-E03;31.12.9999;PLPA
10081411;2-Deodorator II-condensing steam tank he;31.12.9999;PLPA
10081412;2-Deodorator II-scrubber D03;31.12.9999;PLPA
10081413;2-Deodorator II tank D09;31.12.9999;PLPA
10081414;2-Deodorator II-bath water;31.12.9999;PLPA
10081415;2-Deodorator II-tank for soda;31.12.9999;PLPA
10081416;2-Deodorator II-Tank D530-01;31.12.9999;PLPA
10081417;2-Deodorator II tank D04;31.12.9999;PLPA
10081418;2-Deodorator II-P01A Pump;31.12.9999;PLPA
10081419;2-Deodorator II-pump P01B;31.12.9999;PLPA
10081420;2-Deodorator II-P02A Pump;31.12.9999;PLPA
10081421;2-Deodorator II-pump P02B;31.12.9999;PLPA
10081422;2-Deodorator II-pump P03;31.12.9999;PLPA
10081423;1-Deodorator II Cooling Tower E01A;31.12.9999;PLPA
10081424;2-Deodorator II-pump P04;31.12.9999;PLPA
10081425;2-Deodorator II-P05A Pump;31.12.9999;PLPA
10081426;2-Deodorator II-pump P05B;31.12.9999;PLPA
10081427;2-Deodorator II-PompaP530-01A;31.12.9999;PLPA
10081428;2-Deodorator PompaP530-II-01B;31.12.9999;PLPA
10081429;2-Deodorator II-PompaP530-02A;31.12.9999;PLPA
10081430;2-Deodorator II-PompaP530-02B;31.12.9999;PLPA
10081431;2-Deodorator II-PompaP530-03A;31.12.9999;PLPA
10081432;2-Deodorator II-PompaP530-03B;31.12.9999;PLPA
10081433;2-Deodorator PompaP530-II-04;31.12.9999;PLPA
10081434;1-Deodorator II Cooling Tower E01B;31.12.9999;PLPA
